Release Date,Season,Episode,Episode Title,Name,Sentence
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Jon is young and unmarried. Daenerys is young and unmarried.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"An alliance makes sense. Together, they'd be difficult to defeat. He was named King."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"You are family, too. Would Arya really murder her own sister?"
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"Only by reputation. They worship the God of Death, I believe. I never trust godly men."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,She's your sister
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Why did she come to Winterfell?
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Why did she unearth the letter Cersei made you write?
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"And after she murders you, what does she become?"
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"Lady Sansa, forgive me I'm a bit confused."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I did it to protect you.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Whatever your aunt
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I know of no such letter.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I deny it! None of you were there to see what happened. None of you knows the truth.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"Lady Sansa, I have known you since you were a girl. I've protected you."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"If we could speak alone, I can explain everything."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"Sansa, please."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Give me a chance to defend myself. I deserve that.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I am Lord Protector of the Vale and I command you to escort me safely back to the Eyrie.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,"Sansa, I beg you! I loved your mother since the time I was a boy."
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,I loved you. More than anyone.
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,petyr baelish,Sansa! I--
