Release Date,Season,Episode,Episode Title,Name,Sentence
2017-08-27,Season 7,Episode 7,The Dragon and the Wolf,sam tarly,It's what the High Septon wrote in his private diary. I don't know why he'd lie. Is this something you can see?
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Oh!
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Um. Which man am I, Your Grace?"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Oh, it's my honor to serve you, Your Grace."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"If it's not too much trouble, I could use a pardon."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Um, I borrowed a few books from the Citadel."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,And also a sword.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,From my family. It's been in House Tarly for generations.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"It wouldo ve been mine anyway, eventually, but my father had other ideas."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,You know him?
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Well At least I'll be allowed home again, now that my brother's the lord."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Hm. Thank you, Your Grace. For telling me. And m- may I?"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,What are you doing out here?
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"No, no. You're his brother. Shouldn't you tell him?"
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"I'm sorry, I know I'm not supposed to be down here."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Of course not.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She's good.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Don't you know?
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Daenerys. She executed my father and brother. They were her prisoners.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She didn't tell you.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Would you have done it?
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,You've also spared men. Thousands of wildlings when they refused to kneel.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,But you were. You've always been.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,I'm not talking about the King in the North. I'm talking about the King of the bloody Seven Kingdoms.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Bran and I worked it out. I had a High Septon's diary. Bran had whatever Bran has.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Your mother was Lyanna Stark.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"And your father- your real father was Rhaegar Targaryen. You've never been a bastard. You're Aegon Targaryen, true heir to the Iron Throne. I'm sorry, I know it's a lot to take in."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"No. Your father- Well, Ned Stark. He promised your mother he'd always protect you. And he did. Robert would have murdered you if he knew. You're the true king. Aegon Targaryen, Sixth of His Name, Protector of the Realm, all of it."
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She shouldn't be.
2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,It's the truth. You gave up your crown to save your people. Would she do the same?
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,Why? What does he want?
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"That's what death is, isn't it? Forgetting. Being forgotten. If we forget where we've been and what we've done, we're not men anymore. Just animals. Your memories don't come from books. Your stories aren't just stories. If I wanted to erase the world of men, I'd start with you."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,Have you told her yet?
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,Mm-hmm. Being careful. Biding your time. Waiting for the perfect-
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,They'll be safe down in the crypt.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,Everyone seems to forget that I was the first man to kill a White Walker. I've killed Thenns.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"I've saved Gilly more than once. I stole a considerable number of books from the Citadel library, survived the Fist of the First Men. You need me out there."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"Well, calling you ""fucked"" wouldn't be strictly accurate."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"Think back to where we started. Us, Grenn, Pyp."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"Oh, I'm sorry, I didn't mean to-"
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,It's called Heartsbane. It's my family sword.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,"Yes. And I'd love to defend them with it. But I can't really hold it upright. Your father, he taught me how to be a man. How to do what's right. This is right. It's Valyrian steel. I'd be honored if you'd take it."
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,I'll see you when it's through.
2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sam tarly,I hope we win.
2019-04-28,Season 8,Episode 3,The Long Night,sam tarly,Edd! Edd!
2019-05-05,Season 8,Episode 4,The Last of the Starks,sam tarly,"Uh, hold on."
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,Why just us?
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,"Um- We represent all the great houses, but whomever we choose, they won't just rule over lords and ladies. Maybe the decision about what's best for everyone should be left to well, everyone."
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,Aye.
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,A Song of Ice and Fire. Archmaester Ebrose's history of the wars following the death of King Robert. I helped him with the title.
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,"Oh, I wouldn't say that."
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,He-
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,"I don't believe you're mentioned, ahem."
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,Your Grace.
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,"He was last spotted flying east, toward-"
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,Long may he reign.
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,The Archmaester has done some research on this subject and it turns out-
2019-05-19,Season 8,Episode 6,The Iron Throne,sam tarly,Uh... the Archmaester is less than enthusiastic about the salutary effects of brothels.
